*line 県	会社	路線	ろせん	駅	えき	営業キロ	計算キロ	乗換路線	同名駅	都区市内	新幹線乗換	近郊区間	電車特定	山手,環状線内	70条適用駅	新幹線の並行在来線	JR6社の境界駅	69条適用駅	新幹線在来線分岐駅	分岐特例2	線種
神奈川県	JR東日本	東海道線(西大井経由)	とうかいどうせん（にしおおいけいゆ）	新川崎	しんかわさき	12.7	0	 		0	0	1	1	0	0	!	0	0	0	!	
神奈川県	JR東日本	東海道線(西大井経由)	とうかいどうせん（にしおおいけいゆ）	鶴見	つるみ	17.8	0	鶴見線/東海道線		2	0	1	1	0	0	!	0	4	0	!	
神奈川県	JR東日本	東海道線(西大井経由)	とうかいどうせん（にしおおいけいゆ）	羽沢横浜国大	はざわよこはまこくだい	26.6	0			2	0	1	1	0	0	!	0	0	0	!	
x	branch	横浜線	よこはません	横浜	東神奈川	-32768	東海道線			2	0	1	1	0	0	!	0	0	0	!	
神奈川県	JR東日本	横浜線	よこはません	東神奈川	ひがしかながわ	0	0	東海道線		2	0	1	1	0	0	!	0	0	0	!	
神奈川県	JR東日本	横浜線	よこはません	大口	おおぐち	2.2	0			2	0	1	1	0	0	!	0	0	0	!	
神奈川県	JR東日本	横浜線	よこはません	菊名	きくな	4.8	0			2	0	1	1	0	0	!	0	0	0	!	
神奈川県	JR東日本	横浜線	よこはません	新横浜	しんよこはま	6.1	0	東海道新幹線		2	0	1	1	0	0	!	0	0	0	!	
神奈川県	JR東日本	横浜線	よこはません	小机	こづくえ	7.8	0			2	0	1	1	0	0	!	0	0	0	!	
神奈川県	JR東日本	横浜線	よこはません	鴨居	かもい	10.9	0			2	0	1	1	0	0	!	0	0	0	!	
神奈川県	JR東日本	横浜線	よこはません	中山	なかやま	13.5	0			2	0	1	1	0	0	!	0	0	0	!	
神奈川県	JR東日本	横浜線	よこはません	十日市場	とおかいちば	15.9	0			2	0	1	1	0	0	!	0	0	0	!	
神奈川県	JR東日本	横浜線	よこはません	長津田	ながつた	17.9	0			2	0	1	1	0	0	!	0	0	0	!	
東京都	JR東日本	横浜線	よこはません	成瀬	なるせ	20.2	0			0	0	1	1	0	0	!	0	0	0	!	
東京都	JR東日本	横浜線	よこはません	町田	まちだ	22.9	0			0	0	1	1	0	0	!	0	0	0	!	
神奈川県	JR東日本	横浜線	よこはません	古淵	こぶち	25.7	0			0	0	1	1	0	0	!	0	0	0	!	
神奈川県	JR東日本	横浜線	よこはません	淵野辺	ふちのべ	28.4	0			0	0	1	1	0	0	!	0	0	0	!	
神奈川県	JR東日本	横浜線	よこはません	矢部	やべ	29.2	0			0	0	1	1	0	0	!	0	0	0	!	
神奈川県	JR東日本	横浜線	よこはません	相模原	さがみはら	31	0			0	0	1	1	0	0	!	0	0	0	!	
神奈川県	JR東日本	横浜線	よこはません	橋本	はしもと	33.8	0	相模線	(横)	0	0	1	1	0	0	!	0	0	0	!	
東京都	JR東日本	横浜線	よこはません	相原	あいはら	35.7	0			0	0	1	1	0	0	!	0	0	0	!	
東京都	JR東日本	横浜線	よこはません	八王子みなみ野	はちおうじみなみの	38.6	0			0	0	1	1	0	0	!	0	0	0	!	
東京都	JR東日本	横浜線	よこはません	片倉	かたくら	40	0			0	0	1	1	0	0	!	0	0	0	!	
東京都	JR東日本	横浜線	よこはません	八王子	はちおうじ	42.6	0	中央東線/八高線		0	0	1	1	0	0	!	0	0	0	!	
神奈川県	JR東日本	根岸線	ねぎしせん	横浜	よこはま	0	0	東海道線		102	0	1	1	0	0	!	0	0	0	!	
神奈川県	JR東日本	根岸線	ねぎしせん	桜木町	さくらぎちょう	2	0			2	0	1	1	0	0	!	0	0	0	!	
神奈川県	JR東日本	根岸線	ねぎしせん	関内	かんない	3	0			2	0	1	1	0	0	!	0	0	0	!	
神奈川県	JR東日本	根岸線	ねぎしせん	石川町	いしかわちょう	3.8	0	 		2	0	1	1	0	0	!	0	0	0	!	
神奈川県	JR東日本	根岸線	ねぎしせん	山手	やまて	5	0	 		2	0	1	1	0	0	!	0	0	0	!	
神奈川県	JR東日本	根岸線	ねぎしせん	根岸	ねぎし	7.1	0		(岸)	2	0	1	1	0	0	!	0	0	0	!	
神奈川県	JR東日本	根岸線	ねぎしせん	磯子	いそご	9.5	0	 		2	0	1	1	0	0	!	0	0	0	!	
神奈川県	JR東日本	根岸線	ねぎしせん	新杉田	しんすぎた	11.1	0			2	0	1	1	0	0	!	0	0	0	!	
神奈川県	JR東日本	根岸線	ねぎしせん	洋光台	ようこうだい	14.1	0	 		2	0	1	1	0	0	!	0	0	0	!	
神奈川県	JR東日本	根岸線	ねぎしせん	港南台	こうなんだい	16	0	 		2	0	1	1	0	0	!	0	0	0	!	
神奈川県	JR東日本	根岸線	ねぎしせん	本郷台	ほんごうだい	18.5	0	 		2	0	1	1	0	0	!	0	0	0	!	
神奈川県	JR東日本	根岸線	ねぎしせん	大船	おおふな	22.1	0	東海道線/横須賀線		0	0	1	1	0	0	!	0	0	0	!	
神奈川県	JR東日本	横須賀線	よこすかせん	大船	おおふな	0	0	東海道線/根岸線		0	0	1	1	0	0	!	0	0	0	!	
神奈川県	JR東日本	横須賀線	よこすかせん	北鎌倉	きたかまくら	2.3	0	 		0	0	1	1	0	0	!	0	0	0	!	
神奈川県	JR東日本	横須賀線	よこすかせん	鎌倉	かまくら	4.5	0	 		0	0	1	1	0	0	!	0	0	0	!	
神奈川県	JR東日本	横須賀線	よこすかせん	逗子	ずし	8.4	0	 		0	0	1	1	0	0	!	0	0	0	!	
神奈川県	JR東日本	横須賀線	よこすかせん	東逗子	ひがしずし	10.4	0	 		0	0	1	1	0	0	!	0	0	0	!	
神奈川県	JR東日本	横須賀線	よこすかせん	田浦	たうら	13.8	0	 		0	0	1	1	0	0	!	0	0	0	!	
神奈川県	JR東日本	横須賀線	よこすかせん	横須賀	よこすか	15.9	0	 		0	0	1	1	0	0	!	0	0	0	!	
神奈川県	JR東日本	横須賀線	よこすかせん	衣笠	きぬがさ	19.3	0	 		0	0	1	1	0	0	!	0	0	0	!	
神奈川県	JR東日本	横須賀線	よこすかせん	久里浜	くりはま	23.9	0	 		0	0	1	1	0	0	!	0	0	0	!	
神奈川県	JR東日本	鶴見線	つるみせん	鶴見	つるみ	0	0	東海道線/東海道線(西大井経由)		2	0	1	1	0	0	!	0	0	0	!	
神奈川県	JR東日本	鶴見線	つるみせん	国道	こくどう	0.9	0	 		2	0	1	1	0	0	!	0	0	0	!	
神奈川県	JR東日本	鶴見線	つるみせん	鶴見小野	つるみおの	1.5	0	 		2	0	1	1	0	0	!	0	0	0	!	
神奈川県	JR東日本	鶴見線	つるみせん	弁天橋	べんてんばし	2.4	0	 		2	0	1	1	0	0	!	0	0	0	!	
神奈川県	JR東日本	鶴見線	つるみせん	浅野	あさの	3	0	鶴見線(浅野-海芝浦)		2	0	1	1	0	0	!	0	0	0	!	
神奈川県	JR東日本	鶴見線	つるみせん	安善	あんぜん	3.5	0	 		2	0	1	1	0	0	!	0	0	0	!	
神奈川県	JR東日本	鶴見線	つるみせん	武蔵白石	むさししらいし	4.1	0	鶴見線(武蔵白石-大川)		2	0	1	1	0	0	!	0	0	0	!	
神奈川県	JR東日本	鶴見線	つるみせん	浜川崎	はまかわさき	5.7	0	南武線(浜川崎支線)		2	0	1	1	0	0	!	0	0	0	!	
神奈川県	JR東日本	鶴見線	つるみせん	昭和	しょうわ	6.4	0	 		2	0	1	1	0	0	!	0	0	0	!	
神奈川県	JR東日本	鶴見線	つるみせん	扇町	おうぎまち	7	0	 		2	0	1	1	0	0	!	0	0	0	!	
神奈川県	JR東日本	鶴見線(浅野-海芝浦)	つるみせん（あさのうみしばうら）	浅野	あさの	0	0	鶴見線 		2	0	1	1	0	0	!	0	0	0	!	
神奈川県	JR東日本	鶴見線(浅野-海芝浦)	つるみせん（あさのうみしばうら）	新芝浦	しんしばうら	0.9	0	 		2	0	1	1	0	0	!	0	0	0	!	
神奈川県	JR東日本	鶴見線(浅野-海芝浦)	つるみせん（あさのうみしばうら）	海芝浦	うみしばうら	1.7	0	 		2	0	1	1	0	0	!	0	0	0	!	
神奈川県	JR東日本	鶴見線(武蔵白石-大川)	つるみせん（むさししろいしおおかわ）	武蔵白石	むさししらいし	0	0	鶴見線 		2	0	1	1	0	0	!	0	0	0	!	
神奈川県	JR東日本	鶴見線(武蔵白石-大川)	つるみせん（むさししろいしおおかわ）	大川	おおかわ	1	0	 		2	0	1	1	0	0	!	0	0	0	!	
神奈川県	JR東日本	相模線	さがみせん	茅ケ崎	ちがさき	0	0	東海道線		0	0	1	0	0	0	!	0	0	0	!	
神奈川県	JR東日本	相模線	さがみせん	北茅ケ崎	きたちがさき	1.3	0	 		0	0	1	0	0	0	!	0	0	0	!	
神奈川県	JR東日本	相模線	さがみせん	香川	かがわ	3.4	0	 		0	0	1	0	0	0	!	0	0	0	!	
神奈川県	JR東日本	相模線	さがみせん	寒川	さむかわ	5.1	0	 		0	0	1	0	0	0	!	0	0	0	!	
神奈川県	JR東日本	相模線	さがみせん	宮山	みややま	7.2	0	 		0	0	1	0	0	0	!	0	0	0	!	
神奈川県	JR東日本	相模線	さがみせん	倉見	くらみ	8.6	0	 		0	0	1	0	0	0	!	0	0	0	!	
神奈川県	JR東日本	相模線	さがみせん	門沢橋	かどさわばし	10	0	 		0	0	1	0	0	0	!	0	0	0	!	
神奈川県	JR東日本	相模線	さがみせん	社家	しゃけ	11.6	0	 		0	0	1	0	0	0	!	0	0	0	!	
神奈川県	JR東日本	相模線	さがみせん	厚木	あつぎ	14.2	0			0	0	1	0	0	0	!	0	0	0	!	
神奈川県	JR東日本	相模線	さがみせん	海老名	えびな	15.9	0			0	0	1	0	0	0	!	0	0	0	!	
神奈川県	JR東日本	相模線	さがみせん	入谷	いりや	18.9	0	 		0	0	1	0	0	0	!	0	0	0	!	
神奈川県	JR東日本	相模線	さがみせん	相武台下	そうぶだいした	20.6	0	 		0	0	1	0	0	0	!	0	0	0	!	
神奈川県	JR東日本	相模線	さがみせん	下溝	しもみぞ	23.5	0	 		0	0	1	0	0	0	!	0	0	0	!	
神奈川県	JR東日本	相模線	さがみせん	原当麻	はらたいま	24.8	0	 		0	0	1	0	0	0	!	0	0	0	!	
神奈川県	JR東日本	相模線	さがみせん	番田	ばんだ	26.9	0	 		0	0	1	0	0	0	!	0	0	0	!	
神奈川県	JR東日本	相模線	さがみせん	上溝	かみみぞ	28.4	0	 		0	0	1	0	0	0	!	0	0	0	!	
神奈川県	JR東日本	相模線	さがみせん	南橋本	みなみはしもと	31.3	0	 		0	0	1	0	0	0	!	0	0	0	!	
神奈川県	JR東日本	相模線	さがみせん	橋本	はしもと	33.3	0	横浜線	(横)	0	0	1	0	0	0	!	0	0	0	!	
静岡県	JR東日本/JR東海	伊東線	いとうせん	熱海	あたみ	0	0	東海道線/東海道新幹線		0	0	1	0	0	0	!	0	0	0	!	
静岡県	JR東日本	伊東線	いとうせん	来宮	きのみや	1.2	0	 		0	0	1	0	0	0	!	0	0	0	!	
静岡県	JR東日本	伊東線	いとうせん	伊豆多賀	いずたが	6	0	 		0	0	1	0	0	0	!	0	0	0	!	
静岡県	JR東日本	伊東線	いとうせん	網代	あじろ	8.7	0	 		0	0	1	0	0	0	!	0	0	0	!	
静岡県	JR東日本	伊東線	いとうせん	宇佐美	うさみ	13	0	 		0	0	1	0	0	0	!	0	0	0	!	
静岡県	JR東日本	伊東線	いとうせん	伊東	いとう	16.9	0	 		0	0	1	0	0	0	!	0	0	0	!	
群馬県	JR東日本	上越線	じょうえつせん	高崎	たかさき	0	0	上越新幹線/信越線(高崎-横川)/北陸新幹線/高崎線		0	13	1	0	0	0	!	0	0	0	!	
群馬県	JR東日本	上越線	じょうえつせん	高崎問屋町	たかさきとんやまち	2.8	0	 		0	0	1	0	0	0	!	0	0	0	!	
群馬県	JR東日本	上越線	じょうえつせん	井野	いの	4	0	 		0	0	1	0	0	0	!	0	0	0	!	
群馬県	JR東日本	上越線	じょうえつせん	新前橋	しんまえばし	7.3	0	両毛線		0	0	1	0	0	0	!	0	0	0	!	
群馬県	JR東日本	上越線	じょうえつせん	群馬総社	ぐんまそうじゃ	12.1	0	 		0	0	1	0	0	0	!	0	0	0	!	
群馬県	JR東日本	上越線	じょうえつせん	八木原	やぎはら	17.7	0	 		0	0	1	0	0	0	!	0	0	0	!	
群馬県	JR東日本	上越線	じょうえつせん	渋川	しぶかわ	21.1	0	吾妻線		0	0	1	0	0	0	!	0	0	0	!	
群馬県	JR東日本	上越線	じょうえつせん	敷島	しきしま	27.5	0	 		0	0	1	0	0	0	!	0	0	0	!	
群馬県	JR東日本	上越線	じょうえつせん	津久田	つくだ	30.5	0	 		0	0	1	0	0	0	!	0	0	0	!	
群馬県	JR東日本	上越線	じょうえつせん	岩本	いわもと	36.3	0	 		0	0	1	0	0	0	!	0	0	0	!	
群馬県	JR東日本	上越線	じょうえつせん	沼田	ぬまた	41.3	0	 		0	0	1	0	0	0	!	0	0	0	!	
群馬県	JR東日本	上越線	じょうえつせん	後閑	ごかん	46.5	0	 		0	0	1	0	0	0	!	0	0	0	!	
群馬県	JR東日本	上越線	じょうえつせん	上牧	かみもく	53.6	0	 		0	0	1	0	0	0	!	0	0	0	!	
群馬県	JR東日本	上越線	じょうえつせん	水上	みなかみ	59	0	 		0	0	1	0	0	0	!	0	0	0	!	
群馬県	JR東日本	上越線	じょうえつせん	湯檜曽	ゆびそ	62.7	0	 		0	0	0	0	0	0	!	0	0	0	!	
群馬県	JR東日本	上越線	じょうえつせん	土合	どあい	69.3	0	 		0	0	0	0	0	0	!	0	0	0	!	
新潟県	JR東日本	上越線	じょうえつせん	土樽	つちたる	80.1	0	 		0	0	0	0	0	0	!	0	0	0	!	
新潟県	JR東日本	上越線	じょうえつせん	越後中里	えちごなかざと	87.4	0	 		0	0	0	0	0	0	!	0	0	0	!	
新潟県	JR東日本	上越線	じょうえつせん	岩原スキー場前	いわっぱらすきーじょうまえ	91.1	0	 		0	0	0	0	0	0	!	0	0	0	!	
新潟県	JR東日本	上越線	じょうえつせん	越後湯沢	えちごゆざわ	94.2	0	上越新幹線/上越線(越後湯沢-ガーラ湯沢)		0	11	0	0	0	0	!	0	0	0	!	
新潟県	JR東日本	上越線	じょうえつせん	石打	いしうち	100.6	0	 		0	0	0	0	0	0	!	0	0	0	!	
新潟県	JR東日本	上越線	じょうえつせん	大沢	おおさわ	104.6	0	 	(上)	0	0	0	0	0	0	!	0	0	0	!	
新潟県	JR東日本	上越線	じょうえつせん	上越国際スキー場前	じょうえつこくさいすきーじょうまえ	105.6	0	 		0	0	0	0	0	0	!	0	0	0	!	
新潟県	JR東日本	上越線	じょうえつせん	塩沢	しおざわ	107.9	0	 		0	0	0	0	0	0	!	0	0	0	!	
新潟県	JR東日本	上越線	じょうえつせん	六日町	むいかまち	111.8	0	ほくほく線		0	0	0	0	0	0	!	0	0	0	!	
新潟県	JR東日本	上越線	じょうえつせん	五日町	いつかまち	118.4	0	 		0	0	0	0	0	0	!	0	0	0	!	
新潟県	JR東日本	上越線	じょうえつせん	浦佐	うらさ	123.9	0	上越新幹線		0	10	0	0	0	0	!	0	0	0	!	
新潟県	JR東日本	上越線	じょうえつせん	八色	やいろ	127	0	 		0	0	0	0	0	0	!	0	0	0	!	
新潟県	JR東日本	上越線	じょうえつせん	小出	こいで	132.2	0	只見線		0	0	0	0	0	0	!	0	0	0	!	
新潟県	JR東日本	上越線	じょうえつせん	越後堀之内	えちごほりのうち	134.7	0	 		0	0	0	0	0	0	!	0	0	0	!	
新潟県	JR東日本	上越線	じょうえつせん	北堀之内	きたほりのうち	138.1	0	 		0	0	0	0	0	0	!	0	0	0	!	
新潟県	JR東日本	上越線	じょうえつせん	越後川口	えちごかわぐち	142.8	0	飯山線		0	0	0	0	0	0	!	0	0	0	!	
新潟県	JR東日本	上越線	じょうえつせん	小千谷	おぢや	149.4	0	 		0	0	2	0	0	0	!	0	0	0	!	
新潟県	JR東日本	上越線	じょうえつせん	越後滝谷	えちごたきや	156.6	0	 		0	0	2	0	0	0	!	0	0	0	!	
新潟県	JR東日本	上越線	じょうえつせん	宮内	みやうち	162.6	0	信越線(直江津-新潟)		0	0	2	0	0	0	!	0	0	0	!	
x	branch	上越線	じょうえつせん	長岡	宮内	32767	信越線(直江津-新潟)				0	2	0	0	0	!	0	0	0	!	
新潟県	JR東日本	上越線(越後湯沢-ガーラ湯沢)	じょうえつせん（えちごゆざわがーらゆざわ）	越後湯沢	えちごゆざわ	0	0	上越線/上越新幹線		0	0	0	0	0	0	!	0	0	0	!	
新潟県	JR東日本	上越線(越後湯沢-ガーラ湯沢)	じょうえつせん（えちごゆざわがーらゆざわ）	ガーラ湯沢	がーらゆざわ	1.8	0	 		0	0	0	0	0	0	!	0	0	0	!	
群馬県	JR東日本	吾妻線	あがつません	渋川	しぶかわ	0	0	上越線		0	0	1	0	0	0	!	0	0	0	!	
群馬県	JR東日本	吾妻線	あがつません	金島	かなしま	5.5	6.1	 		0	0	1	0	0	0	!	0	0	0	!	
群馬県	JR東日本	吾妻線	あがつません	祖母島	うばしま	7.7	8.5	 		0	0	1	0	0	0	!	0	0	0	!	
群馬県	JR東日本	吾妻線	あがつません	小野上	おのがみ	11.9	13.1	 		0	0	1	0	0	0	!	0	0	0	!	
群馬県	JR東日本	吾妻線	あがつません	小野上温泉	おのがみおんせん	13.7	15.1	 		0	0	1	0	0	0	!	0	0	0	!	
群馬県	JR東日本	吾妻線	あがつません	市城	いちしろ	16.4	18	 		0	0	1	0	0	0	!	0	0	0	!	
群馬県	JR東日本	吾妻線	あがつません	中之条	なかのじょう	19.8	21.8	 		0	0	1	0	0	0	!	0	0	0	!	
群馬県	JR東日本	吾妻線	あがつません	群馬原町	ぐんまはらまち	22.9	25.2	 		0	0	1	0	0	0	!	0	0	0	!	
群馬県	JR東日本	吾妻線	あがつません	郷原	ごうばら	26.3	28.9	 		0	0	1	0	0	0	!	0	0	0	!	
群馬県	JR東日本	吾妻線	あがつません	矢倉	やぐら	28	30.8	 		0	0	1	0	0	0	!	0	0	0	!	
群馬県	JR東日本	吾妻線	あがつません	岩島	いわしま	30.5	33.6	 		0	0	1	0	0	0	!	0	0	0	!	
群馬県	JR東日本	吾妻線	あがつません	川原湯温泉	かわらゆおんせん	37	40.7	 		0	0	1	0	0	0	!	0	0	0	!	
群馬県	JR東日本	吾妻線	あがつません	長野原草津口	ながのはらくさつぐち	42	46.2	 		0	0	1	0	0	0	!	0	0	0	!	
群馬県	JR東日本	吾妻線	あがつません	群馬大津	ぐんまおおつ	44.2	48.6	 		0	0	1	0	0	0	!	0	0	0	!	
群馬県	JR東日本	吾妻線	あがつません	羽根尾	はねお	46.4	51	 		0	0	1	0	0	0	!	0	0	0	!	
群馬県	JR東日本	吾妻線	あがつません	袋倉	ふくろぐら	49.3	54.2	 		0	0	1	0	0	0	!	0	0	0	!	
群馬県	JR東日本	吾妻線	あがつません	万座・鹿沢口	まんざ・かざわぐち	52.2	57.4	 		0	0	1	0	0	0	!	0	0	0	!	
群馬県	JR東日本	吾妻線	あがつません	大前	おおまえ	55.3	60.8	 		0	0	1	0	0	0	!	0	0	0	!	
長野県	JR東日本	飯山線	いいやません	豊野	とよの	0	0	しなの鉄道(北)		0	0	0	0	0	0	!	0	0	0	!	
長野県	JR東日本	飯山線	いいやません	信濃浅野	しなのあさの	2.2	2.4	 		0	0	0	0	0	0	!	0	0	0	!	
長野県	JR東日本	飯山線	いいやません	立ケ花	たてがはな	3.9	4.3	 		0	0	0	0	0	0	!	0	0	0	!	
長野県	JR東日本	飯山線	いいやません	上今井	かみいまい	6.9	7.6	 		0	0	0	0	0	0	!	0	0	0	!	
長野県	JR東日本	飯山線	いいやません	替佐	かえさ	8.8	9.7	 		0	0	0	0	0	0	!	0	0	0	!	
長野県	JR東日本	飯山線	いいやません	蓮	はちす	14.6	16.1	 		0	0	0	0	0	0	!	0	0	0	!	
長野県	JR東日本	飯山線	いいやません	飯山	いいやま	19.2	21.1	北陸新幹線		0	0	0	0	0	0	!	0	0	0	!	
長野県	JR東日本	飯山線	いいやません	北飯山	きたいいやま	20.5	22.6	 		0	0	0	0	0	0	!	0	0	0	!	
長野県	JR東日本	飯山線	いいやません	信濃平	しなのたいら	23.8	26.2	 		0	0	0	0	0	0	!	0	0	0	!	
長野県	JR東日本	飯山線	いいやません	戸狩野沢温泉	とがりのざわおんせん	27.5	30.3	 		0	0	0	0	0	0	!	0	0	0	!	
長野県	JR東日本	飯山線	いいやません	上境	かみさかい	31.1	34.2	 		0	0	0	0	0	0	!	0	0	0	!	
長野県	JR東日本	飯山線	いいやません	上桑名川	かみくわながわ	35.4	38.9	 		0	0	0	0	0	0	!	0	0	0	!	
長野県	JR東日本	飯山線	いいやません	桑名川	くわながわ	37.6	41.4	 		0	0	0	0	0	0	!	0	0	0	!	
長野県	JR東日本	飯山線	いいやません	西大滝	にしおおたき	39.7	43.7	 		0	0	0	0	0	0	!	0	0	0	!	
長野県	JR東日本	飯山線	いいやません	信濃白鳥	しなのしらとり	41.8	46	 		0	0	0	0	0	0	!	0	0	0	!	
長野県	JR東日本	飯山線	いいやません	平滝	ひらたき	44.7	49.2	 		0	0	0	0	0	0	!	0	0	0	!	
長野県	JR東日本	飯山線	いいやません	横倉	よこくら	46.6	51.3	 		0	0	0	0	0	0	!	0	0	0	!	
長野県	JR東日本	飯山線	いいやません	森宮野原	もりみやのはら	49.7	54.7	 		0	0	0	0	0	0	!	0	0	0	!	
新潟県	JR東日本	飯山線	いいやません	足滝	あしだき	52.5	57.8	 		0	0	0	0	0	0	!	0	0	0	!	
新潟県	JR東日本	飯山線	いいやません	越後田中	えちごたなか	54.9	60.4	 		0	0	0	0	0	0	!	0	0	0	!	
新潟県	JR東日本	飯山線	いいやません	津南	つなん	57.9	63.7	 		0	0	0	0	0	0	!	0	0	0	!	
新潟県	JR東日本	飯山線	いいやません	越後鹿渡	えちごしかわたり	62.1	68.3	 		0	0	0	0	0	0	!	0	0	0	!	
新潟県	JR東日本	飯山線	いいやません	越後田沢	えちごたざわ	64.5	71	 		0	0	0	0	0	0	!	0	0	0	!	
新潟県	JR東日本	飯山線	いいやません	越後水沢	えちごみずさわ	67.5	74.3	 		0	0	0	0	0	0	!	0	0	0	!	
新潟県	JR東日本	飯山線	いいやません	土市	どいち	70.4	77.4	 		0	0	0	0	0	0	!	0	0	0	!	
新潟県	JR東日本	飯山線	いいやません	十日町	とおかまち	75.3	82.8	ほくほく線		0	0	0	0	0	0	!	0	0	0	!	
新潟県	JR東日本	飯山線	いいやません	魚沼中条	うおぬまなかじょう	78.4	86.2	 		0	0	0	0	0	0	!	0	0	0	!	
新潟県	JR東日本	飯山線	いいやません	下条	げじょう	82.8	91.1	 		0	0	0	0	0	0	!	0	0	0	!	
新潟県	JR東日本	飯山線	いいやません	越後岩沢	えちごいわさわ	88.1	96.9	 		0	0	0	0	0	0	!	0	0	0	!	
新潟県	JR東日本	飯山線	いいやません	内ケ巻	うちがまき	93.2	102.5	 		0	0	0	0	0	0	!	0	0	0	!	
新潟県	JR東日本	飯山線	いいやません	越後川口	えちごかわぐち	96.7	106.4	上越線		0	0	0	0	0	0	!	0	0	0	!	
福島県	JR東日本	只見線	ただみせん	会津若松	あいづわかまつ	0	0	磐越西線		0	0	0	0	0	0	!	0	0	0	!	
福島県	JR東日本	只見線	ただみせん	七日町	なぬかまち	1.3	1.4	 		0	0	0	0	0	0	!	0	0	0	!	
福島県	JR東日本	只見線	ただみせん	西若松	にしわかまつ	3.1	3.4	 		0	0	0	0	0	0	!	0	0	0	!	
福島県	JR東日本	只見線	ただみせん	会津本郷	あいづほんごう	6.5	7.1	 		0	0	0	0	0	0	!	0	0	0	!	
福島県	JR東日本	只見線	ただみせん	会津高田	あいづたかだ	11.3	12.4	 		0	0	0	0	0	0	!	0	0	0	!	
福島県	JR東日本	只見線	ただみせん	根岸	ねぎし	14.8	16.3	 	(只)	0	0	0	0	0	0	!	0	0	0	!	
福島県	JR東日本	只見線	ただみせん	新鶴	にいつる	16.8	18.5	 		0	0	0	0	0	0	!	0	0	0	!	
福島県	JR東日本	只見線	ただみせん	若宮	わかみや	18.9	20.8	 		0	0	0	0	0	0	!	0	0	0	!	
福島県	JR東日本	只見線	ただみせん	会津坂下	あいづばんげ	21.6	23.7	 		0	0	0	0	0	0	!	0	0	0	!	
福島県	JR東日本	只見線	ただみせん	塔寺	とうでら	26	28.6	 		0	0	0	0	0	0	!	0	0	0	!	
福島県	JR東日本	只見線	ただみせん	会津坂本	あいづさかもと	29.7	32.6	 		0	0	0	0	0	0	!	0	0	0	!	
福島県	JR東日本	只見線	ただみせん	会津柳津	あいづやないづ	33.3	36.6	 		0	0	0	0	0	0	!	0	0	0	!	
福島県	JR東日本	只見線	ただみせん	郷戸	ごうど	36.9	40.6	 		0	0	0	0	0	0	!	0	0	0	!	
福島県	JR東日本	只見線	ただみせん	滝谷	たきや	39.6	43.5	 		0	0	0	0	0	0	!	0	0	0	!	
福島県	JR東日本	只見線	ただみせん	会津桧原	あいづひのはら	41.5	45.6	 		0	0	0	0	0	0	!	0	0	0	!	
福島県	JR東日本	只見線	ただみせん	会津西方	あいづにしかた	43.7	48	 		0	0	0	0	0	0	!	0	0	0	!	
福島県	JR東日本	只見線	ただみせん	会津宮下	あいづみやした	45.4	49.9	 		0	0	0	0	0	0	!	0	0	0	!	
福島県	JR東日本	只見線	ただみせん	早戸	はやと	51.2	56.3	 		0	0	0	0	0	0	!	0	0	0	!	
福島県	JR東日本	只見線	ただみせん	会津水沼	あいづみずぬま	55.1	60.6	 		0	0	0	0	0	0	!	0	0	0	!	
福島県	JR東日本	只見線	ただみせん	会津中川	あいづなかがわ	58.3	64.1	 		0	0	0	0	0	0	!	0	0	0	!	
福島県	JR東日本	只見線	ただみせん	会津川口	あいづかわぐち	60.8	66.9	 		0	0	0	0	0	0	!	0	0	0	!	
福島県	JR東日本	只見線	ただみせん	本名	ほんな	63.6	69.9	 		0	0	0	0	0	0	!	0	0	0	!	
福島県	JR東日本	只見線	ただみせん	会津越川	あいづこすがわ	70	77	 		0	0	0	0	0	0	!	0	0	0	!	
福島県	JR東日本	只見線	ただみせん	会津横田	あいづよこた	73.2	80.5	 		0	0	0	0	0	0	!	0	0	0	!	
福島県	JR東日本	只見線	ただみせん	会津大塩	あいづおおしお	75.4	82.9	 		0	0	0	0	0	0	!	0	0	0	!	
福島県	JR東日本	只見線	ただみせん	会津塩沢	あいづしおざわ	80.9	89	 		0	0	0	0	0	0	!	0	0	0	!	
福島県	JR東日本	只見線	ただみせん	会津蒲生	あいづがもう	83.9	92.3	 		0	0	0	0	0	0	!	0	0	0	!	
福島県	JR東日本	只見線	ただみせん	只見	ただみ	88.4	97.2	 		0	0	0	0	0	0	!	0	0	0	!	
#福島県	JR東日本	只見線	ただみせん	田子倉	たごくら	95	104.5	 		0	0	0	0	0	0	!	0	0	0	!	
新潟県	JR東日本	只見線	ただみせん	大白川	おおしらかわ	109.2	120.1	 		0	0	0	0	0	0	!	0	0	0	!	
#新潟県	JR東日本	只見線	ただみせん	柿ノ木	かきのき	112.4	123.6	 		0	0	0	0	0	0	!	0	0	0	!	
新潟県	JR東日本	只見線	ただみせん	入広瀬	いりひろせ	115.6	127.1	 		0	0	0	0	0	0	!	0	0	0	!	
新潟県	JR東日本	只見線	ただみせん	上条	かみじょう	118.7	130.5	 		0	0	0	0	0	0	!	0	0	0	!	
新潟県	JR東日本	只見線	ただみせん	越後須原	えちごすはら	123.1	135.4	 		0	0	0	0	0	0	!	0	0	0	!	
新潟県	JR東日本	只見線	ただみせん	魚沼田中	うおぬまたなか	127	139.7	 		0	0	0	0	0	0	!	0	0	0	!	
